,Date,Average Duration,No. of devices,No. of browsers,No. of sites visited,Download GB,Upload GB,E-commerce Visits,Social Media Visits,Peak Bandwidth Time
1790,2019-11-26,13.0,104.0,2808.0,230.0,8108.0,8778.0,12337.0,12942.57956946449,6.0
1791,2019-11-27,15.0,104.0,2882.0,230.0,8038.0,9215.0,12280.0,11902.731390804101,8.0
1792,2019-11-28,12.0,104.0,2642.0,230.0,8116.0,8583.0,12623.0,11842.819205885447,12.0
1793,2019-11-29,16.0,104.0,3962.0,231.0,8563.0,9375.0,12940.0,12074.210513001528,14.0
1794,2019-11-30,12.0,104.0,2737.0,231.0,8113.0,8356.0,12900.0,12750.929971569769,15.0
1795,2019-12-01,19.0,104.0,3883.0,231.0,7834.0,9840.0,12344.0,12124.423800442826,14.0
1796,2019-12-02,22.0,104.0,2999.0,231.0,8715.0,7710.0,11513.0,12544.183270062162,11.0
1797,2019-12-03,16.0,104.0,3882.0,231.0,8005.0,7996.0,11545.0,12873.308988242215,11.0
1798,2019-12-04,15.0,104.0,3519.0,231.0,7521.0,7927.0,11537.0,11787.519893610277,10.0
1799,2019-12-05,13.0,104.0,2406.0,231.0,8615.0,9863.0,12443.0,12476.243827997665,15.0
1800,2019-12-06,21.0,104.0,3300.0,231.0,7867.0,7707.0,12305.0,12715.023607879792,15.0
1801,2019-12-07,17.0,104.0,3191.0,232.0,8023.0,9890.0,12746.0,12779.781766316471,7.0
1802,2019-12-08,22.0,104.0,2996.0,232.0,7844.0,9608.0,13151.0,13155.698848952043,12.0
1803,2019-12-09,13.0,104.0,3908.0,232.0,8760.0,9065.0,11939.0,11707.881145487905,8.0
1804,2019-12-10,14.0,104.0,3377.0,232.0,7414.0,8911.0,12157.0,13097.356184055636,15.0
1805,2019-12-11,20.0,104.0,3763.0,232.0,7408.0,7699.0,12258.0,12145.395396594673,10.0
1806,2019-12-12,12.0,104.0,2734.0,232.0,8097.0,8438.0,11654.0,13050.325758375904,5.0
1807,2019-12-13,21.0,104.0,2434.0,232.0,7460.0,9025.0,12415.0,12173.988784149575,11.0
1808,2019-12-14,21.0,104.0,2834.0,232.0,8898.0,9104.0,12511.0,12451.819759543145,10.0
1809,2019-12-15,12.0,104.0,2798.0,233.0,8567.0,9156.0,12142.0,11776.257777362285,16.0
1810,2019-12-16,12.0,104.0,2610.0,233.0,8305.0,8929.0,12513.0,13278.389780512598,7.0
1811,2019-12-17,17.0,104.0,3710.0,233.0,8091.0,7863.0,11933.0,13240.895433604306,13.0
1812,2019-12-18,14.0,104.0,3391.0,233.0,8762.0,7960.0,12575.0,12996.472635426206,11.0
1813,2019-12-19,14.0,104.0,3291.0,233.0,8628.0,9139.0,12121.0,12015.78983603927,6.0
1814,2019-12-20,16.0,104.0,2436.0,233.0,7968.0,9046.0,12783.0,11896.091091599337,15.0
1815,2019-12-21,14.0,104.0,3337.0,233.0,8888.0,7852.0,12192.0,11914.561486012393,5.0
1816,2019-12-22,21.0,104.0,3155.0,233.0,8710.0,8851.0,12147.0,12479.061131724698,10.0
1817,2019-12-23,22.0,104.0,3022.0,234.0,8130.0,9715.0,13315.0,13101.951278592524,14.0
1818,2019-12-24,21.0,104.0,3802.0,234.0,8492.0,7875.0,13164.0,12249.88890910881,8.0
1819,2019-12-25,22.0,104.0,3884.0,234.0,9008.0,8529.0,11832.0,13166.865731307054,14.0
1820,2019-12-26,19.0,104.0,3310.0,234.0,8638.0,9620.0,12282.0,12611.431326834736,4.0
1821,2019-12-27,12.0,104.0,2356.0,234.0,9037.0,9930.0,12141.0,12071.441736079472,8.0
1822,2019-12-28,21.0,104.0,3561.0,234.0,8954.0,7998.0,11887.0,13468.916107823596,5.0
1823,2019-12-29,22.0,104.0,3245.0,234.0,8425.0,7817.0,12699.0,12702.975128500007,9.0
1824,2019-12-30,22.0,104.0,2536.0,234.0,8892.0,9601.0,13329.0,12314.10451619829,13.0
1825,2019-12-31,20.0,104.0,2972.0,235.0,8223.0,8409.0,11913.0,13235.614092952446,12.0
1826,2020-01-01,22.0,104.0,3928.0,235.0,8796.0,9106.0,12765.0,12997.064731901719,10.0
1827,2020-01-02,12.0,104.0,2634.0,235.0,8886.0,9289.0,13151.0,12365.958788667,12.0
1828,2020-01-03,21.0,104.0,3828.0,235.0,8377.0,8490.0,13128.0,13176.934107574056,12.0
1829,2020-01-04,19.0,105.0,2504.0,235.0,8424.0,8395.0,12730.0,12788.618971085965,8.0
1830,2020-01-05,22.0,105.0,2614.0,235.0,7755.0,9140.0,12207.0,12398.301834381713,9.0
1831,2020-01-06,12.0,105.0,2381.0,235.0,8864.0,8319.0,13080.0,12651.364576641401,11.0
1832,2020-01-07,14.0,105.0,2782.0,236.0,8824.0,8759.0,13360.0,13233.053876831964,10.0
1833,2020-01-08,13.0,105.0,3332.0,236.0,8717.0,9270.0,12220.0,13305.678387526956,19.0
1834,2020-01-09,13.0,105.0,2737.0,236.0,7761.0,8664.0,12235.0,13132.870068959272,12.0
1835,2020-01-10,14.0,105.0,3140.0,236.0,8257.0,8532.0,12574.0,13640.43722395811,13.0
1836,2020-01-11,12.0,105.0,2610.0,236.0,8365.0,7726.0,13408.0,12568.805140522938,16.0
1837,2020-01-12,13.0,105.0,2375.0,236.0,7870.0,8908.0,13362.0,13622.533705213695,17.0
1838,2020-01-13,22.0,105.0,3697.0,236.0,7925.0,9299.0,12586.0,12329.696417436213,5.0
1839,2020-01-14,22.0,105.0,3008.0,237.0,8019.0,9026.0,13183.0,13566.143851936418,18.0
1840,2020-01-15,11.0,105.0,2598.0,237.0,7847.0,8403.0,12213.0,13009.089324129971,14.0
1841,2020-01-16,13.0,105.0,2743.0,237.0,8508.0,9838.0,12675.0,12341.977036035609,6.0
1842,2020-01-17,22.0,105.0,3371.0,237.0,8867.0,8222.0,12273.0,13508.246250217959,9.0
1843,2020-01-18,19.0,105.0,2853.0,237.0,7982.0,9158.0,13308.0,13218.834642495996,12.0
1844,2020-01-19,20.0,105.0,3001.0,237.0,8894.0,8968.0,13171.0,13368.985176034721,12.0
1845,2020-01-20,22.0,105.0,2442.0,237.0,7973.0,9574.0,13009.0,13255.83547945694,11.0
1846,2020-01-21,12.0,105.0,2452.0,238.0,8873.0,7718.0,13732.0,12836.192776386639,14.0
1847,2020-01-22,17.0,105.0,2714.0,238.0,8591.0,7749.0,12772.0,13837.58076728795,13.0
1848,2020-01-23,21.0,105.0,2783.0,238.0,8097.0,9455.0,12315.0,12414.828904199469,12.0
1849,2020-01-24,13.0,105.0,2952.0,238.0,8968.0,8940.0,13388.0,13559.000894914327,17.0
1850,2020-01-25,17.0,105.0,3697.0,238.0,8485.0,8634.0,13346.0,12396.785732139502,8.0
1851,2020-01-26,22.0,105.0,2534.0,238.0,8965.0,7768.0,12908.0,13644.425479334603,7.0
1852,2020-01-27,13.0,105.0,2862.0,238.0,9023.0,9144.0,13966.0,13295.248384254579,6.0
1853,2020-01-28,14.0,105.0,2512.0,239.0,8887.0,8375.0,13281.0,13608.835758628413,8.0
1854,2020-01-29,16.0,105.0,3098.0,239.0,7988.0,8818.0,12508.0,12479.765306966652,9.0
1855,2020-01-30,18.0,105.0,2824.0,239.0,8801.0,8595.0,13792.0,13115.670232114804,14.0
1856,2020-01-31,18.0,105.0,2946.0,239.0,8021.0,7689.0,13377.0,12673.47419078474,8.0
1857,2020-02-01,19.0,105.0,2508.0,239.0,8889.0,8486.0,14026.0,13179.412440414357,12.0
1858,2020-02-02,14.0,105.0,2495.0,239.0,8131.0,9578.0,12705.0,12750.152605658881,9.0
1859,2020-02-03,16.0,105.0,2480.0,239.0,9050.0,9007.0,13213.0,13986.448599159756,12.0
1860,2020-02-04,14.0,105.0,3363.0,240.0,9186.0,9176.0,14072.0,13900.798779210238,21.0
1861,2020-02-05,15.0,105.0,3846.0,240.0,8734.0,7809.0,13515.0,13958.641888338312,11.0
1862,2020-02-06,11.0,105.0,3581.0,240.0,9200.0,9765.0,13436.0,12622.271277789327,7.0
1863,2020-02-07,21.0,105.0,3584.0,240.0,8915.0,7911.0,13396.0,12665.15531001368,14.0
1864,2020-02-08,12.0,105.0,3281.0,240.0,8922.0,9939.0,12730.0,13768.255091122443,10.0
1865,2020-02-09,11.0,105.0,3452.0,240.0,8994.0,9937.0,12694.0,13192.951313178843,15.0
1866,2020-02-10,21.0,105.0,3598.0,241.0,8204.0,8479.0,12984.0,13195.83395420912,14.0
1867,2020-02-11,20.0,105.0,3109.0,241.0,8384.0,9666.0,13660.0,13006.757875988256,11.0
1868,2020-02-12,22.0,105.0,2681.0,241.0,8297.0,9734.0,12729.0,13732.191609365967,11.0
1869,2020-02-13,20.0,105.0,2449.0,241.0,9314.0,9629.0,12798.0,14071.36339338265,14.0
1870,2020-02-14,11.0,105.0,2520.0,241.0,8124.0,7951.0,12695.0,13509.573935195991,11.0
1871,2020-02-15,17.0,105.0,3976.0,241.0,9462.0,7898.0,13894.0,13518.23602548586,10.0
1872,2020-02-16,12.0,105.0,3682.0,242.0,8287.0,7859.0,13318.0,14185.382729240459,15.0
1873,2020-02-17,17.0,105.0,2753.0,242.0,8748.0,9349.0,12731.0,14048.227665191478,13.0
1874,2020-02-18,11.0,105.0,3960.0,242.0,8481.0,7856.0,12787.0,13788.888759901947,12.0
1875,2020-02-19,15.0,105.0,2635.0,242.0,9272.0,9344.0,12667.0,13917.387683325778,16.0
1876,2020-02-20,20.0,105.0,3120.0,242.0,8788.0,9665.0,13750.0,12961.982735591066,11.0
1877,2020-02-21,14.0,105.0,3944.0,242.0,8427.0,8888.0,13152.0,14015.251181017506,13.0
1878,2020-02-22,14.0,105.0,2536.0,242.0,8379.0,9994.0,12670.0,13227.61838899743,10.0
1879,2020-02-23,21.0,105.0,3314.0,243.0,9467.0,7723.0,13888.0,13508.604806463769,10.0
1880,2020-02-24,17.0,105.0,2524.0,243.0,9084.0,8390.0,14274.0,13066.601313839345,7.0
1881,2020-02-25,12.0,105.0,3563.0,243.0,9348.0,8556.0,13917.0,13579.936710238708,14.0
1882,2020-02-26,20.0,105.0,3527.0,243.0,9014.0,9435.0,14271.0,13413.242870535578,9.0
1883,2020-02-27,11.0,105.0,2670.0,243.0,8647.0,8410.0,13911.0,13446.542486565735,11.0
1884,2020-02-28,17.0,105.0,2595.0,243.0,8083.0,9385.0,14329.0,13528.90898227218,16.0
1885,2020-02-29,17.0,105.0,3559.0,244.0,8796.0,8767.0,12760.0,13253.65093176625,19.0
1886,2020-03-01,14.0,106.0,2934.0,244.0,8085.0,9215.0,13263.0,13700.690698540599,13.0
1887,2020-03-02,12.0,106.0,2560.0,244.0,8804.0,7830.0,14077.0,13533.397124652776,8.0
1888,2020-03-03,17.0,106.0,2819.0,244.0,8424.0,7994.0,13108.0,13535.783235033332,14.0
1889,2020-03-04,14.0,106.0,2707.0,244.0,8613.0,8563.0,14337.0,13472.208835282707,17.0
1890,2020-03-05,19.0,106.0,3330.0,244.0,9168.0,9983.0,13681.0,13544.813273831174,14.0
1891,2020-03-06,12.0,106.0,2816.0,245.0,8882.0,9008.0,13312.0,14153.063323188742,10.0
1892,2020-03-07,18.0,106.0,3005.0,245.0,9064.0,9814.0,13213.0,14393.445469699807,15.0
1893,2020-03-08,16.0,106.0,3412.0,245.0,9138.0,8453.0,14406.0,14073.334812402132,23.0
1894,2020-03-09,11.0,106.0,2843.0,245.0,8547.0,8673.0,13323.0,13827.237882991794,13.0
1895,2020-03-10,10.0,106.0,3045.0,245.0,9416.0,8860.0,13980.0,13937.34616506327,15.0
1896,2020-03-11,20.0,106.0,3758.0,246.0,9120.0,9148.0,14329.0,13060.247218527078,10.0
1897,2020-03-12,11.0,106.0,3753.0,246.0,9316.0,8405.0,13267.0,13576.770917005611,15.0
1898,2020-03-13,11.0,106.0,3720.0,246.0,8430.0,9679.0,13197.0,14093.553809124474,20.0
1899,2020-03-14,11.0,106.0,3798.0,246.0,8244.0,9006.0,14368.0,13819.968684533565,19.0
1900,2020-03-15,13.0,106.0,2388.0,246.0,8319.0,7976.0,13019.0,13167.372732315074,14.0
1901,2020-03-16,16.0,106.0,2892.0,246.0,9467.0,9440.0,13549.0,13593.366866343937,13.0
1902,2020-03-17,20.0,106.0,2424.0,247.0,8840.0,9300.0,14515.0,13445.914620262416,7.0
1903,2020-03-18,20.0,106.0,2687.0,247.0,9266.0,8631.0,12937.0,14035.671619598465,13.0
1904,2020-03-19,14.0,106.0,3965.0,247.0,9133.0,8634.0,13694.0,13620.319234305918,17.0
1905,2020-03-20,11.0,106.0,3179.0,247.0,8640.0,8084.0,13091.0,14319.762451566286,18.0
1906,2020-03-21,15.0,106.0,3028.0,247.0,8915.0,7924.0,13302.0,14436.981092898026,12.0
1907,2020-03-22,20.0,106.0,2861.0,248.0,8722.0,9794.0,14273.0,13662.994600032305,13.0
1908,2020-03-23,10.0,106.0,3611.0,248.0,8923.0,7813.0,13647.0,14022.132346618206,15.0
1909,2020-03-24,13.0,106.0,2505.0,248.0,8605.0,8865.0,14475.0,14092.140402427292,13.0
1910,2020-03-25,19.0,106.0,3845.0,248.0,9592.0,8825.0,13679.0,13106.416344803329,4.0
1911,2020-03-26,19.0,106.0,2853.0,248.0,8739.0,8017.0,14010.0,13300.02795322025,14.0
1912,2020-03-27,19.0,106.0,2561.0,248.0,8946.0,7922.0,14480.0,13213.722779852085,4.0
1913,2020-03-28,16.0,106.0,3818.0,249.0,8862.0,8909.0,14239.0,13761.267418984777,10.0
1914,2020-03-29,16.0,106.0,3267.0,249.0,9358.0,9357.0,14206.0,13438.471823767164,16.0
1915,2020-03-30,11.0,106.0,3163.0,249.0,8595.0,9051.0,13382.0,14143.752723877335,17.0
1916,2020-03-31,10.0,106.0,2646.0,249.0,9253.0,8327.0,13524.0,13298.71527266031,15.0
1917,2020-04-01,11.0,106.0,2558.0,249.0,9457.0,9682.0,13902.0,14461.383816232794,11.0
1918,2020-04-02,18.0,106.0,3521.0,250.0,9250.0,9162.0,14019.0,14044.98961356751,19.0
1919,2020-04-03,13.0,106.0,3583.0,250.0,9380.0,7876.0,13278.0,13720.88352973416,17.0
1920,2020-04-04,12.0,106.0,2633.0,250.0,9503.0,9810.0,13784.0,14406.313719611011,15.0
1921,2020-04-05,12.0,106.0,3021.0,250.0,9645.0,9906.0,13802.0,14074.708280027642,13.0
1922,2020-04-06,19.0,106.0,2769.0,250.0,9159.0,8265.0,14394.0,13485.500070881986,10.0
1923,2020-04-07,13.0,106.0,3246.0,251.0,9392.0,9147.0,14464.0,14200.805166477348,12.0
1924,2020-04-08,19.0,106.0,3547.0,251.0,9378.0,8505.0,13100.0,14417.193198421484,11.0
1925,2020-04-09,20.0,106.0,3664.0,251.0,9169.0,8768.0,13578.0,13813.496516331976,19.0
1926,2020-04-10,19.0,106.0,3583.0,251.0,8958.0,8150.0,14107.0,14492.622677674399,11.0
1927,2020-04-11,13.0,106.0,3239.0,251.0,8535.0,9128.0,13356.0,13871.603973824183,17.0
1928,2020-04-12,17.0,106.0,3825.0,252.0,8846.0,8351.0,14716.0,14203.166490862655,16.0
1929,2020-04-13,14.0,106.0,2739.0,252.0,8987.0,9469.0,13645.0,13242.567368355007,10.0
1930,2020-04-14,17.0,106.0,3933.0,252.0,9314.0,9395.0,14617.0,14118.263576793048,12.0
1931,2020-04-15,17.0,106.0,3026.0,252.0,9192.0,9039.0,14688.0,13968.15113723977,12.0
1932,2020-04-16,14.0,106.0,3960.0,252.0,8473.0,8299.0,14768.0,13811.752265080628,16.0
1933,2020-04-17,14.0,107.0,2465.0,253.0,9331.0,9122.0,14539.0,13343.976356115769,16.0
1934,2020-04-18,16.0,107.0,3898.0,253.0,9183.0,9715.0,13459.0,13417.410974612396,9.0
1935,2020-04-19,16.0,107.0,3567.0,253.0,9842.0,8455.0,14784.0,13730.592246731525,12.0
1936,2020-04-20,10.0,107.0,3322.0,253.0,8718.0,8532.0,14156.0,14038.60115752637,15.0
1937,2020-04-21,17.0,107.0,2437.0,253.0,8434.0,8347.0,14236.0,13911.723813701099,12.0
1938,2020-04-22,13.0,107.0,3598.0,254.0,9715.0,9167.0,14756.0,13698.830499023634,12.0
1939,2020-04-23,14.0,107.0,3893.0,254.0,8613.0,9432.0,13826.0,13629.171069840904,9.0
1940,2020-04-24,12.0,107.0,3755.0,254.0,8541.0,9420.0,13821.0,14558.870868565198,12.0
1941,2020-04-25,15.0,107.0,3739.0,254.0,8529.0,9453.0,13313.0,14697.973052647592,15.0
1942,2020-04-26,9.0,107.0,3946.0,254.0,8761.0,9472.0,13458.0,13989.771259209572,12.0
1943,2020-04-27,20.0,107.0,2837.0,255.0,9037.0,9593.0,13331.0,13636.161972548894,10.0
1944,2020-04-28,20.0,107.0,2651.0,255.0,8546.0,9109.0,13759.0,13377.571527103364,9.0
1945,2020-04-29,12.0,107.0,3335.0,255.0,8524.0,8195.0,14624.0,14502.61668410186,11.0
1946,2020-04-30,16.0,107.0,3703.0,255.0,8915.0,9941.0,13265.0,13501.976471827462,10.0
1947,2020-05-01,18.0,107.0,3663.0,256.0,9255.0,9966.0,13860.0,14276.100452889252,15.0
1948,2020-05-02,20.0,107.0,2731.0,256.0,9212.0,9555.0,13731.0,13899.92233503428,14.0
1949,2020-05-03,16.0,107.0,3600.0,256.0,9871.0,8731.0,13250.0,13526.49186139523,7.0
1950,2020-05-04,14.0,107.0,3269.0,256.0,9412.0,9117.0,14117.0,14540.83656869851,11.0
1951,2020-05-05,18.0,107.0,3478.0,256.0,9677.0,8559.0,14394.0,13594.536690171346,22.0
1952,2020-05-06,18.0,107.0,2680.0,257.0,9154.0,9468.0,13512.0,14071.956717113728,11.0
1953,2020-05-07,19.0,107.0,3457.0,257.0,9002.0,9159.0,14461.0,14349.73087857591,12.0
1954,2020-05-08,17.0,107.0,3173.0,257.0,9716.0,9062.0,13386.0,14641.534935219268,15.0
1955,2020-05-09,18.0,107.0,3454.0,257.0,8792.0,9237.0,14386.0,14043.799930876752,14.0
1956,2020-05-10,20.0,107.0,2603.0,257.0,9407.0,7725.0,14112.0,13565.026498730746,13.0
1957,2020-05-11,13.0,107.0,2418.0,258.0,9655.0,8352.0,13646.0,14379.908694434103,12.0
1958,2020-05-12,17.0,107.0,3741.0,258.0,9784.0,8910.0,14429.0,14132.658412548926,12.0
1959,2020-05-13,10.0,107.0,2929.0,258.0,8821.0,8136.0,14386.0,13680.795321752952,11.0
1960,2020-05-14,11.0,107.0,3775.0,258.0,9353.0,9854.0,13447.0,14121.768979500403,16.0
1961,2020-05-15,19.0,107.0,3239.0,259.0,8513.0,8313.0,13629.0,13612.474611310046,17.0
1962,2020-05-16,16.0,107.0,2429.0,259.0,9459.0,9486.0,13589.0,14274.251309973593,10.0
1963,2020-05-17,17.0,107.0,2771.0,259.0,9286.0,8659.0,14515.0,14465.870403754607,13.0
1964,2020-05-18,13.0,107.0,2429.0,259.0,8547.0,7765.0,14129.0,14570.144764110986,8.0
1965,2020-05-19,15.0,107.0,3155.0,260.0,9152.0,8539.0,13346.0,13524.160552141384,11.0
1966,2020-05-20,9.0,107.0,2743.0,260.0,8501.0,9172.0,13919.0,14622.33259254804,17.0
1967,2020-05-21,15.0,107.0,2490.0,260.0,9485.0,8840.0,13774.0,14384.290909403542,9.0
1968,2020-05-22,10.0,107.0,2428.0,260.0,9582.0,8046.0,14663.0,14646.519214446524,15.0
1969,2020-05-23,13.0,107.0,2985.0,260.0,9249.0,8103.0,14903.0,14765.218821540933,14.0
1970,2020-05-24,11.0,107.0,2580.0,261.0,8975.0,8556.0,14229.0,13507.520967604723,13.0
1971,2020-05-25,10.0,107.0,3096.0,261.0,9007.0,8074.0,13894.0,13537.553917841626,15.0
1972,2020-05-26,18.0,108.0,3571.0,261.0,9260.0,8768.0,14393.0,13502.185453502781,7.0
1973,2020-05-27,19.0,108.0,3453.0,261.0,8587.0,8816.0,13505.0,13852.162153285779,14.0
1974,2020-05-28,15.0,108.0,2842.0,262.0,9838.0,9123.0,14696.0,13598.757643464869,13.0
1975,2020-05-29,10.0,108.0,3291.0,262.0,9915.0,8070.0,14671.0,14773.124420145996,13.0
1976,2020-05-30,16.0,108.0,3185.0,262.0,8870.0,9873.0,13487.0,14600.139984067438,22.0
1977,2020-05-31,19.0,108.0,2778.0,262.0,8773.0,9256.0,13497.0,14182.731092501463,10.0
1978,2020-06-01,17.0,108.0,2568.0,263.0,9374.0,9277.0,14931.0,13851.515384700682,16.0
1979,2020-06-02,19.0,108.0,3888.0,263.0,9046.0,8344.0,13467.0,13654.52897042732,11.0
1980,2020-06-03,17.0,108.0,3244.0,263.0,8698.0,7736.0,13375.0,13664.394437598665,19.0
1981,2020-06-04,13.0,108.0,2732.0,263.0,9674.0,8076.0,14005.0,13652.597287334404,12.0
1982,2020-06-05,13.0,108.0,3099.0,264.0,8578.0,9149.0,14103.0,14957.918180446026,14.0
1983,2020-06-06,17.0,108.0,2753.0,264.0,8622.0,9013.0,14632.0,14842.694724759793,18.0
1984,2020-06-07,17.0,108.0,3550.0,264.0,8798.0,9149.0,14578.0,13955.568831672663,6.0
1985,2020-06-08,9.0,108.0,2473.0,264.0,9077.0,8406.0,14857.0,13950.0974778764,13.0
1986,2020-06-09,9.0,108.0,2635.0,265.0,9502.0,9052.0,14412.0,14731.106079327947,17.0
1987,2020-06-10,12.0,108.0,2627.0,265.0,9926.0,9619.0,13809.0,13966.854874278339,14.0
1988,2020-06-11,19.0,108.0,2681.0,265.0,9658.0,7737.0,14009.0,14634.55913937932,15.0
1989,2020-06-12,16.0,108.0,3085.0,265.0,9909.0,8627.0,14916.0,13915.86118713278,14.0
1990,2020-06-13,8.0,108.0,2548.0,266.0,9628.0,8549.0,14365.0,13859.66478294873,12.0
1991,2020-06-14,10.0,108.0,2392.0,266.0,8681.0,9721.0,14288.0,14429.28529899713,10.0
1992,2020-06-15,16.0,108.0,2669.0,266.0,9987.0,8168.0,14448.0,14170.994068195927,14.0
1993,2020-06-16,15.0,108.0,3863.0,266.0,9534.0,9828.0,14823.0,13562.16822487792,13.0
1994,2020-06-17,8.0,108.0,3372.0,267.0,8577.0,7688.0,13372.0,13871.208294253012,18.0
1995,2020-06-18,12.0,108.0,3198.0,267.0,8977.0,9800.0,13573.0,14522.866872922918,18.0
1996,2020-06-19,16.0,108.0,3419.0,267.0,8714.0,7717.0,14380.0,14568.940626280884,16.0
1997,2020-06-20,18.0,108.0,3692.0,267.0,8929.0,8844.0,14854.0,14540.446445447544,8.0
1998,2020-06-21,19.0,108.0,3926.0,268.0,8893.0,8258.0,14251.0,14690.545668350956,16.0
1999,2020-06-22,18.0,108.0,3038.0,268.0,9336.0,8703.0,13725.0,14090.014891570936,18.0
2000,2020-06-23,17.0,108.0,3477.0,268.0,9249.0,8321.0,14168.0,13969.546091143564,11.0
2001,2020-06-24,16.0,108.0,3031.0,268.0,9903.0,8984.0,14283.0,13528.138091509567,14.0
2002,2020-06-25,15.0,108.0,3798.0,269.0,9602.0,8567.0,14046.0,13524.429720172717,11.0
2003,2020-06-26,12.0,108.0,3063.0,269.0,8668.0,9416.0,13482.0,14357.374220938891,13.0
2004,2020-06-27,9.0,108.0,3253.0,269.0,9806.0,7944.0,14946.0,14706.742167212089,10.0
2005,2020-06-28,16.0,108.0,2545.0,270.0,9976.0,9065.0,13954.0,14837.8301711819,16.0
2006,2020-06-29,16.0,109.0,3496.0,270.0,8909.0,9889.0,13460.0,15000.0,12.0
2007,2020-06-30,9.0,109.0,2707.0,270.0,8768.0,8664.0,13860.0,13649.092944339358,10.0
2008,2020-07-01,7.0,109.0,3753.0,270.0,9108.0,8512.0,13459.0,13831.408528611271,10.0
2009,2020-07-02,13.0,109.0,3643.0,271.0,9793.0,8820.0,14410.0,14815.677656666428,14.0
2010,2020-07-03,16.0,109.0,3728.0,271.0,9594.0,9914.0,14992.0,14471.92805559347,16.0
2011,2020-07-04,12.0,109.0,2978.0,271.0,9917.0,8473.0,14159.0,14163.390535063734,15.0
2012,2020-07-05,17.0,109.0,3464.0,271.0,9794.0,8621.0,14247.0,14206.554089335072,20.0
2013,2020-07-06,13.0,109.0,2566.0,272.0,9718.0,8085.0,14318.0,13676.036626744497,15.0
2014,2020-07-07,17.0,109.0,3759.0,272.0,9913.0,9591.0,13753.0,14030.351160029104,13.0
2015,2020-07-08,12.0,109.0,2894.0,272.0,9238.0,9917.0,14334.0,14829.636120387939,13.0
2016,2020-07-09,15.0,109.0,3822.0,273.0,9129.0,9295.0,14465.0,14418.648443453256,11.0
2017,2020-07-10,8.0,109.0,3265.0,273.0,8698.0,8656.0,13860.0,14352.942466458519,18.0
2018,2020-07-11,16.0,109.0,2634.0,273.0,9752.0,9906.0,15000.0,14128.977237759005,15.0
2019,2020-07-12,15.0,109.0,2810.0,273.0,9585.0,8095.0,14898.0,13653.496495867723,15.0
2020,2020-07-13,7.0,109.0,3598.0,274.0,9423.0,9074.0,13818.0,13762.293226306701,9.0
2021,2020-07-14,15.0,109.0,3278.0,274.0,9275.0,8446.0,14680.0,14968.98387948205,15.0
2022,2020-07-15,16.0,109.0,3369.0,274.0,9652.0,7795.0,14893.0,13882.967730211652,11.0
2023,2020-07-16,17.0,109.0,3650.0,275.0,9667.0,9843.0,14878.0,14871.138279456109,9.0
2024,2020-07-17,18.0,109.0,2721.0,275.0,9540.0,8131.0,13459.0,14594.150530792798,18.0
2025,2020-07-18,13.0,109.0,2790.0,275.0,9692.0,8352.0,14990.0,14106.554494725151,13.0
2026,2020-07-19,17.0,109.0,3880.0,275.0,8993.0,9509.0,14810.0,14292.753322735927,21.0
2027,2020-07-20,8.0,109.0,2936.0,276.0,8992.0,9803.0,13567.0,14697.229805640525,14.0
2028,2020-07-21,9.0,109.0,3288.0,276.0,9743.0,9348.0,14346.0,13768.44012624584,17.0
2029,2020-07-22,11.0,109.0,3369.0,276.0,8736.0,8132.0,13717.0,13751.62230025523,18.0
2030,2020-07-23,18.0,109.0,3930.0,277.0,9747.0,8489.0,14407.0,14662.231732935932,14.0
2031,2020-07-24,8.0,109.0,2911.0,277.0,8725.0,9278.0,14391.0,14070.783589257646,18.0
2032,2020-07-25,12.0,109.0,3893.0,277.0,9412.0,8094.0,13368.0,13598.19940637158,14.0
2033,2020-07-26,18.0,109.0,2952.0,278.0,8886.0,8990.0,14454.0,14074.497915963244,15.0
2034,2020-07-27,14.0,109.0,3071.0,278.0,8566.0,8506.0,14981.0,14565.075484179753,14.0
2035,2020-07-28,13.0,109.0,3546.0,278.0,8607.0,7698.0,13541.0,14195.287382578716,15.0
2036,2020-07-29,9.0,109.0,3387.0,278.0,9512.0,8369.0,13663.0,14591.728921896345,16.0
2037,2020-07-30,12.0,110.0,2868.0,279.0,9196.0,8340.0,14521.0,14870.096264114625,17.0
2038,2020-07-31,12.0,110.0,3313.0,279.0,8501.0,9220.0,14009.0,14380.93108977142,12.0
2039,2020-08-01,13.0,110.0,2578.0,279.0,8779.0,8036.0,14102.0,14805.716269651464,15.0
2040,2020-08-02,11.0,110.0,3448.0,280.0,9367.0,8068.0,13495.0,13958.097732299086,10.0
2041,2020-08-03,9.0,110.0,3069.0,280.0,9457.0,8383.0,13647.0,13815.548975432093,2.0
2042,2020-08-04,8.0,110.0,3350.0,280.0,8834.0,8384.0,13860.0,13487.668444408117,15.0
2043,2020-08-05,15.0,110.0,2438.0,281.0,9725.0,9376.0,13777.0,14166.413239373207,8.0
2044,2020-08-06,12.0,110.0,2713.0,281.0,8795.0,9411.0,13809.0,14012.917375902663,19.0
2045,2020-08-07,15.0,110.0,2587.0,281.0,8806.0,7986.0,13336.0,14025.472709767826,10.0
2046,2020-08-08,11.0,110.0,2389.0,282.0,9522.0,8807.0,14542.0,14201.991254055065,8.0
2047,2020-08-09,15.0,110.0,2928.0,282.0,9576.0,9781.0,14607.0,14269.67670643376,15.0
